,Company Name,Rating,Reviews,Salaries,Interviews,Jobs
2077,Kataria Automobiles,3.9,355 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/kataria-automobiles-interviews,1 Jobs
2078,Debtcare Enterprises,4.5,355 Reviews,242 Salaries,https://www.ambitionbox.com/interviews/debtcare-enterprises-pvt-ltd-interviews,1 Jobs
2079,Wipro HR Services,3.3,355 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/wipro-hr-services-interviews,-- Jobs
2080,SPAR Hypermarkets,4.1,354 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/spar-hyper-market-interviews,10 Jobs
2081,B. Braun Medical,4.0,354 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/b-braun-medical-interviews,1 Jobs
2082,Srei Equipment Finance,4.4,353 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/srei-equipment-finance-interviews,-- Jobs
2083,Alpla,4.1,352 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/alpla-interviews,17 Jobs
2084,Outworks Solutions Pvt Ltd,4.2,356 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/outworx-solutions-interviews,7 Jobs
2085,bhanzu,3.7,355 Reviews,581 Salaries,https://www.ambitionbox.com/interviews/bhanzu-interviews,54 Jobs
2086,SABIC,4.2,354 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/sabic-interviews,16 Jobs
2087,RPG Life Sciences,4.1,353 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/rpg-life-sciences-interviews,-- Jobs
2088,Indofil Industries,4.2,353 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/indofil-industries-interviews,-- Jobs
2089,Sanmina Sci,4.2,354 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/sanmina-sci-interviews,2 Jobs
2090,PropTiger.com,4.1,353 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/proptiger-interviews,65 Jobs
2091,HealthifyMe,3.2,353 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/healthifyme-interviews,12 Jobs
2092,Honeywell International India,4.1,353 Reviews,2.5k Salaries,https://www.ambitionbox.com/interviews/honeywell-international-india-pvt-ltd-interviews,-- Jobs
2093,Vimta Labs,3.5,351 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/vimta-labs-interviews,6 Jobs
2094,Subex,3.5,354 Reviews,3k Salaries,https://www.ambitionbox.com/interviews/subex-interviews,5 Jobs
2095,ByteDance,4.2,353 Reviews,2.2k Salaries,https://www.ambitionbox.com/interviews/bytedance-india-technology-private-limited-interviews,-- Jobs
2096,GS Lab,4.0,352 Reviews,3.4k Salaries,https://www.ambitionbox.com/interviews/gs-lab-interviews,11 Jobs
2097,Udaan India - The Original Visa Company,4.3,352 Reviews,73 Salaries,https://www.ambitionbox.com/interviews/udaan-indias-b2b-interviews,-- Jobs
2098,Plastic Omnium,4.0,351 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/plastic-omnium-interviews,12 Jobs
2099,N+A,3.8,346 Reviews,15k Salaries,https://www.ambitionbox.com/interviews/n-plus-a-interviews,5 Jobs
2100,Siyaram Silk Mills,3.8,353 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/siyaram-silk-mills-interviews,4 Jobs
2101,VirtusaPolaris,3.8,352 Reviews,3.9k Salaries,https://www.ambitionbox.com/interviews/virtusapolaris-interviews,-- Jobs
2102,Zolo,3.6,352 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/zolo-interviews,31 Jobs
2103,Penna Cement Industries,4.3,351 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/penna-cement-industries-interviews,-- Jobs
2104,Infiniti Research,3.9,351 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/infiniti-research-interviews,47 Jobs
2105,Worldline Global Services,3.9,351 Reviews,3.2k Salaries,https://www.ambitionbox.com/interviews/worldline-global-services-interviews,-- Jobs
2106,Maxop Engineering Co.,4.2,349 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/maxop-engineering-co-interviews,7 Jobs
2107,Pratham Education Foundation,4.2,348 Reviews,909 Salaries,https://www.ambitionbox.com/interviews/pratham-education-foundation-interviews,6 Jobs
2108,Heavy Engineering Industries & Shipbuilding,4.0,348 Reviews,702 Salaries,https://www.ambitionbox.com/interviews/heavy-engineering-industries-and-shipbuilding-interviews,-- Jobs
2109,Honda Logistics,4.0,348 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/honda-logistics-interviews,1 Jobs
2110,Allianz Services,4.3,351 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/allianz-services-interviews,79 Jobs
2111,Allegis Group,3.7,350 Reviews,2.9k Salaries,https://www.ambitionbox.com/interviews/allegis-group-interviews,15 Jobs
2112,Chemplast Sanmar,3.8,346 Reviews,1.9k Salaries,https://www.ambitionbox.com/interviews/chemplast-sanmar-ltd-interviews,13 Jobs
2113,KnowledgeHut,4.6,351 Reviews,800 Salaries,https://www.ambitionbox.com/interviews/knowledgehut-interviews,-- Jobs
2114,Voyants Solutions,3.7,349 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/voyants-solutions-interviews,70 Jobs
2115,Publicis,3.6,349 Reviews,4.4k Salaries,https://www.ambitionbox.com/interviews/publicis-interviews,26 Jobs
2116,NR Switch N Radio Services,3.8,348 Reviews,1k Salaries,https://www.ambitionbox.com/interviews/nr-switch-n-radio-services-interviews,12 Jobs
2117,Rusan Pharma,3.5,348 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/rusan-pharma-interviews,13 Jobs
2118,MCM Telecom Equipment,4.0,345 Reviews,1k Salaries,https://www.ambitionbox.com/interviews/mcm-telecom-equipment-interviews,2 Jobs
2119,ReSource Pro,4.2,352 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/resource-pro-interviews,10 Jobs
2120,Mikuni,4.2,348 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/mikuni-interviews,-- Jobs
2121,Lido Learning,2.2,348 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/lido-learning-interviews,9 Jobs
2122,Royal Migration Solutions,5.0,348 Reviews,5 Salaries,https://www.ambitionbox.com/interviews/royal-immigration-interviews,-- Jobs
2123,Gupta Power Infrastructure,3.0,347 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/gupta-power-infrastructure-interviews,-- Jobs
2124,Magic Bus India Foundation,3.9,347 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/magicbus-india-foundation-interviews,26 Jobs
2125,Vectus Industries,4.2,347 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/vectus-industries-ltd-interviews,1 Jobs
2126,Sandoz,4.1,346 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/sandoz-interviews,37 Jobs
2127,Ssipl Lifestyle,3.9,345 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/ssipl-lifestyle-interviews,-- Jobs
2128,APL Apollo Tubes,3.8,339 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/apl-apollo-tubes-interviews,-- Jobs
2129,Enco Engineers Combine,3.7,347 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/enco-engineers-combine-interviews,-- Jobs
2130,2COMS,3.7,347 Reviews,1.1k Salaries,https://www.ambitionbox.com/interviews/2coms-interviews,330 Jobs
2131,GTL Infrastructure,4.5,342 Reviews,896 Salaries,https://www.ambitionbox.com/interviews/gtl-infrastructure-interviews,-- Jobs
2132,PureSoftware,3.3,346 Reviews,2.8k Salaries,https://www.ambitionbox.com/interviews/puresoftware-interviews,32 Jobs
2133,Novac Technology Solutions,4.0,346 Reviews,2.8k Salaries,https://www.ambitionbox.com/interviews/novac-technology-solutions-interviews,61 Jobs
2134,Innominds Software,3.1,345 Reviews,4.2k Salaries,https://www.ambitionbox.com/interviews/innominds-software-interviews,20 Jobs
2135,Grindwell Norton,4.2,344 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/grindwell-norton-interviews,-- Jobs
2136,GAVS Technologies,4.0,346 Reviews,4k Salaries,https://www.ambitionbox.com/interviews/gavs-technologies-interviews,15 Jobs
2137,Railtel Corporation Of India,4.0,345 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/railtel-corporation-of-india-interviews,-- Jobs
2138,Qcon,4.2,345 Reviews,918 Salaries,https://www.ambitionbox.com/interviews/qcon-interviews,-- Jobs
2139,RR,4.1,345 Reviews,49 Salaries,https://www.ambitionbox.com/interviews/rr-interviews,-- Jobs
2140,Orcapod Consulting Services,3.3,344 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/orcapod-consulting-services-interviews,14 Jobs
2141,Vcare Trichology,3.9,344 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/vcare-trichology-interviews,13 Jobs
2142,Meghmani Organics,4.0,343 Reviews,2k Salaries,https://www.ambitionbox.com/interviews/meghmani-organics-interviews,1 Jobs
2143,Alcon,3.8,346 Reviews,1.9k Salaries,https://www.ambitionbox.com/interviews/alcon-interviews,25 Jobs
2144,National Stock Exchange of India,3.7,345 Reviews,3.3k Salaries,https://www.ambitionbox.com/interviews/national-stock-exchange-of-india-interviews,-- Jobs
2145,Gulf Oil Lubricants,4.1,345 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/gulf-oil-lubricants-india-ltd-interviews,-- Jobs
2146,Brainvire,4.0,344 Reviews,1k Salaries,https://www.ambitionbox.com/interviews/brainvire-infotech-interviews,41 Jobs
2147,ITSource Technologies,3.1,344 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/itsource-technologies-interviews,13 Jobs
2148,Siemens Healthineers,3.9,344 Reviews,3.1k Salaries,https://www.ambitionbox.com/interviews/siemens-healthineers-interviews,-- Jobs
2149,Labournet Services,3.9,342 Reviews,1k Salaries,https://www.ambitionbox.com/interviews/labournet-services-interviews,10 Jobs
2150,Ralson India,3.8,342 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/ralson-india-limited-interviews,9 Jobs
2151,Ofbusiness,3.1,344 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/ofbusiness-interviews,50 Jobs
2152,Triumphant Institute of Management Education,3.6,343 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/triumphant-institute-of-management-education-interviews,254 Jobs
2153,Trident Hotels,4.1,343 Reviews,1k Salaries,https://www.ambitionbox.com/interviews/trident-hotels-interviews,-- Jobs
2154,Texmaco Rail and Engineering,3.9,343 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/texmaco-rail-and-engineering-interviews,6 Jobs
2155,Mazagon Dock,4.3,341 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/mazagon-dock-interviews,-- Jobs
2156,Trianz,3.8,342 Reviews,3.8k Salaries,https://www.ambitionbox.com/interviews/trianz-interviews,19 Jobs
2157,Eli Lilly and Company,4.1,342 Reviews,2.8k Salaries,https://www.ambitionbox.com/interviews/eli-lilly-and-company-interviews,54 Jobs
2158,Aker Solutions,4.1,341 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/aker-solutions-interviews,-- Jobs
2159,Paharpur Cooling Towers,4.0,341 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/paharpur-cooling-towers-interviews,6 Jobs
2160,RSB Transmissions,3.9,339 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/rsb-transmissions-interviews,-- Jobs
2161,Capital Business Systems,3.9,344 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/capital-business-systems-ltd-dot-interviews,2 Jobs
2162,Essar Group,4.0,341 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/essar-group-interviews,8 Jobs
2163,Ben Franklin Opticians,4.3,341 Reviews,955 Salaries,https://www.ambitionbox.com/interviews/ben-franklin-opticians-interviews,2 Jobs
2164,CareerNet Consulting,3.6,341 Reviews,3.8k Salaries,https://www.ambitionbox.com/interviews/careernet-consulting-interviews,73 Jobs
2165,BYJU'S Exam Prep,3.8,340 Reviews,1.1k Salaries,https://www.ambitionbox.com/interviews/gradeup-interviews,18 Jobs
2166,Home First Finance Company India,4.0,340 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/home-first-finance-company-interviews,-- Jobs
2167,Hettich,3.8,339 Reviews,2k Salaries,https://www.ambitionbox.com/interviews/hettich-interviews,5 Jobs
2168,Securitas,3.9,338 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/securitas-interviews,3 Jobs
2169,Morepen Laboratories,4.0,341 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/morepen-laboratories-interviews,43 Jobs
2170,Narayana e-Techno School,3.7,341 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/narayana-e-techno-school-interviews,-- Jobs
2171,JBS Enterprises,3.4,341 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/jbs-enterprises-private-limited-interviews,-- Jobs
2172,In Time Tec Visionsoft,4.3,340 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/intimetec-visionsoft-interviews,20 Jobs
2173,Allcargo Logistics,3.8,337 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/allcargo-logistics-interviews,1 Jobs
2174,Global Healthcare Billing Partners,3.6,340 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/global-healthcare-billing-partners-interviews,3 Jobs
2175,Accion Labs,3.7,339 Reviews,4.1k Salaries,https://www.ambitionbox.com/interviews/accion-labs-interviews,23 Jobs
2176,Franchise India Brands,2.0,339 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/franchise-india-brands-interviews,24 Jobs
2177,Hafele,4.2,339 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/hafele-interviews,7 Jobs
2178,Alankit,3.3,338 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/alankit-interviews,20 Jobs
2179,Metalman Auto,4.1,337 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/metalman-auto-interviews,2 Jobs
2180,Aster Dm Healthcare,3.9,340 Reviews,1.9k Salaries,https://www.ambitionbox.com/interviews/aster-dm-health-care-interviews,41 Jobs
2181,Juniper Networks,4.1,339 Reviews,3.7k Salaries,https://www.ambitionbox.com/interviews/juniper-networks-interviews,128 Jobs
2182,Axa XL,3.6,339 Reviews,2.7k Salaries,https://www.ambitionbox.com/interviews/axa-xl-interviews,18 Jobs
2183,Evelyn Learning Systems,3.8,338 Reviews,984 Salaries,https://www.ambitionbox.com/interviews/evelyn-learning-systems-interviews,-- Jobs
2184,Padget Electronics,4.0,338 Reviews,3.6k Salaries,https://www.ambitionbox.com/interviews/padget-electronics-interviews,-- Jobs
2185,Jtekt Sona Automotive India,4.0,338 Reviews,1.1k Salaries,https://www.ambitionbox.com/interviews/jtekt-sona-automotive-india-interviews,-- Jobs
2186,Keysight Technologies,4.0,337 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/keysight-technologies-interviews,27 Jobs
2187,Agility,4.1,336 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/agility-logistics-interviews,6 Jobs
2188,K D Hospital,4.8,338 Reviews,314 Salaries,https://www.ambitionbox.com/interviews/k-d-hospital-interviews,-- Jobs
2189,ABCI Infrastructures,3.5,337 Reviews,7.1k Salaries,https://www.ambitionbox.com/interviews/abci-infrastructures-interviews,1 Jobs
2190,Numeric UPS,4.0,337 Reviews,812 Salaries,https://www.ambitionbox.com/interviews/numeric-india-interviews,23 Jobs
2191,Seoyon E-hwa Automotive,4.0,336 Reviews,2k Salaries,https://www.ambitionbox.com/interviews/seoyon-e-hwa-automotive-interviews,2 Jobs
2192,Kalyani Technoforge,4.1,335 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/kalyani-technoforge-interviews,6 Jobs
2193,Ppap Automotive,3.8,335 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/ppap-automotive-interviews,-- Jobs
2194,Brembo Brake India,4.4,334 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/brembo-brake-india-interviews,-- Jobs
2195,Jaypee Cement,4.2,328 Reviews,1k Salaries,https://www.ambitionbox.com/interviews/jaypee-cement-interviews,-- Jobs
2196,Nowfloats Technologies,3.4,337 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/nowfloats-technologies-pvt-ltdnagpur-interviews,10 Jobs
2197,Applied Materials,4.0,336 Reviews,3.5k Salaries,https://www.ambitionbox.com/interviews/applied-materials-interviews,91 Jobs
2198,Insolutions Global,3.6,336 Reviews,2.2k Salaries,https://www.ambitionbox.com/interviews/insolutions-global-interviews,68 Jobs
2199,Ind-Swift Laboratories,3.9,336 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/ind-swift-laboratories-interviews,13 Jobs
2200,Nspira Management Services,3.8,336 Reviews,1.8k Salaries,https://www.ambitionbox.com/interviews/nspira-management-services-interviews,34 Jobs
2201,Montecarlo Construction,4.2,335 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/montecarlo-construction-interviews,-- Jobs
2202,Jubilant Agri and Consumer Products,4.1,336 Reviews,1.2k Salaries,https://www.ambitionbox.com/interviews/jubilant-agri-and-consumer-products-interviews,-- Jobs
2203,Indorama,4.1,336 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/indorama-interviews,7 Jobs
2204,Legrand,3.8,336 Reviews,1.7k Salaries,https://www.ambitionbox.com/interviews/legrand-interviews,-- Jobs
2205,Sleek International,3.9,335 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/sleek-international-interviews,1 Jobs
2206,Markets and Markets,3.5,335 Reviews,2.9k Salaries,https://www.ambitionbox.com/interviews/markets-and-markets-interviews,8 Jobs
2207,Liberty General Insurance,3.7,335 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/liberty-videocon-general-insurance-interviews,-- Jobs
2208,Gionee,4.2,334 Reviews,406 Salaries,https://www.ambitionbox.com/interviews/gionee-interviews,-- Jobs
2209,Ingersoll Rand,4.3,334 Reviews,2.1k Salaries,https://www.ambitionbox.com/interviews/ingersoll-rand-interviews,44 Jobs
2210,Vidal Health Tpa,3.6,335 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/vidal-health-tpa-interviews,-- Jobs
2211,Vedanta Limited,4.0,334 Reviews,2.1k Salaries,https://www.ambitionbox.com/interviews/vedanta-limited-interviews,-- Jobs
2212,Fenesta Building Systems,4.2,334 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/fenesta-building-systems-interviews,-- Jobs
2213,OnPoint Healthcare Partners,3.8,334 Reviews,110 Salaries,https://www.ambitionbox.com/interviews/onpoint-healthcare-partners-interviews,-- Jobs
2214,UCAL Fuel Systems,3.7,333 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/ucal-fuel-systems-interviews,-- Jobs
2215,Visaka Industries,4.1,333 Reviews,1.4k Salaries,https://www.ambitionbox.com/interviews/visaka-industries-limited-interviews,12 Jobs
2216,Samsung C&T,4.1,333 Reviews,1.3k Salaries,https://www.ambitionbox.com/interviews/samsung-c-and-t-interviews,9 Jobs
2217,DesignTech Systems,3.4,333 Reviews,2k Salaries,https://www.ambitionbox.com/interviews/designtech-systems-interviews,16 Jobs
2218,Galaxy Surfactants,3.9,333 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/galaxy-surfactants-interviews,4 Jobs
2219,NU Vista,4.2,331 Reviews,1.5k Salaries,https://www.ambitionbox.com/interviews/emami-cement-interviews,-- Jobs
2220,Toyota,4.4,331 Reviews,1.6k Salaries,https://www.ambitionbox.com/interviews/toyota-interviews,-- Jobs
2221,Harman Finochem,3.4,331 Reviews,2.3k Salaries,https://www.ambitionbox.com/interviews/harman-finochem-interviews,8 Jobs
